,X,GID,Date,Year,Month,Day,Source,SrcActor,SrcAgent,SOthAgent,Target,TgtActor,TgtAgent,TOthAgent,CAMEO,RootCode,QuadClass,Goldstein,None,Lat,Lon,Geoname,AdminInfo,CountryCode,ID,URL,sourcetxt
77857,77857,392912,20140718,2014,7,18,RUS,RUS,,,USAGOV,USA,GOV,,10,1,0,0,,NA,NA,,,,53c90d13bfd10919cc1adc67_0;53c880a5bfd1097dc9d59c77_1,http://www.sydneysun.com/index.php/sid/223898943/scat/ae0def0d9b645403;http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11295682&ref=rss,bnn_sydney;nzherald_world
1164373,1164373,1478203_v0.2.0,20151006,2015,10,6,CHE,CHE,,,NGA,NGA,,,90,9,3,-2,,47.00016,8.01427,Swiss Confederation,,CHE,56144022421aa97ab4ecefdc_5,http://www.dw.com/en/nigeria-widens-oil-corruption-probe/a-18765093?maca=en-rss-en-all-1573-rdf,dw
519050,519050,678402_v0.2.0,20150228,2015,2,28,USAEDU,USA,EDU,,USA,USA,,,60,6,2,6,"POSTSECONDARY_EDUCATION,7",39.64449,-86.86473,Greencastle,,USA,54f169ce421aa9388da49c84_3,http://article.wn.com/view/2015/02/28/Duo_Damiana_to_Premiere_Composition_by_Prof_Scott_Perkins_at/,wn_politics
271976,271976,579535,20141017,2014,10,17,IMGMOSISIUAF,IMG,,MOS;ISI;UAF,SYR,SYR,,,190,19,4,-10,"AIRSTRIKE,2",NA,NA,,,,5440297bbfd109518cfb2bb6_0;54401baebfd1094d26cb9d34_0,http://www.europesun.com/index.php/sid/226731515/scat/88176adfdf246af5;http://www.middleeaststar.com/index.php/sid/226731515/scat/940f2bfd509e743b,bnn_europe;bnn_me
725360,725360,1033163_v0.2.0,20150518,2015,5,18,PRK,PRK,,,NGOHRIGOVHRI,NGO,,HRI;GOV;HRI,10,1,0,0,,39.03385,125.75432,Pyongyang,Pyongyang,PRK,555a4d5f421aa97004ecf14a_2;555a1a9b421aa96fdfdc6a01_2,http://article.wn.com/view/2015/05/18/Iran_deal_an_example_for_N_Korea_Kerry/;http://article.wn.com/view/2015/05/18/US_China_in_talks_over_N_Korea_Kerry/,wn_world;wn_world
221282,221282,531859,20140912,2014,9,12,USA,USA,,,PAKGOV,PAK,GOV,,10,1,0,0,,NA,NA,,,,5412f506bfd10923346f0890_0,http://feedproxy.google.com/~r/pakistan-news-newspaper-daily-english-online/24hours-news/~3/bUfQXVpFpqY/us-to-continue-to-work-with-pakistan-for-regional-peace,nation_news
825436,825436,1139156_v0.2.0,20150618,2015,6,18,GRCGOV,GRC,GOV,,IGOEUREEC,IGO,,EUR;EEC,331,3,1,5.2,,50.85045,4.34878,Brussels,Bruxelles-Capitale,BEL,55831e42421aa94f026a7989_0,http://article.wn.com/view/2015/06/18/Angela_Merkel_presses_Greece_to_reach_a_deal_with_creditors/,wn_world
265672,265672,573229,20141014,2014,10,14,SAU,SAU,,,BHR,BHR,,,72,7,2,8.3,,NA,NA,,,,543d1be9bfd109592ad04135_3,http://feedproxy.google.com/~r/AlAkhbarEnglish/~3/P3gjqpvzz6E/iran-saudi-military-presence-bahrain-hindering-national-reconciliation,alakhbar
1672684,1672684,2088224_v1.2.0,20160322,2016,3,22,SDN,SDN,,,POL,POL,,,57,5,1,8,,52.22977,21.01178,Warsaw,Województwo Mazowieckie,POL,56f12257421aa920f5b65a5e_0,http://article.wn.com/view/2016/03/22/Sudan_Poland_Sign_Joint_Cooperation_Agreement_On_Several_Fie/,wn_africa
1601666,1601666,2017183_v1.2.0,20160228,2016,2,28,SYROPP,SYR,OPP,,RUS,RUS,,,871,8,2,9,,35,38,Syrian Arab Republic,,SYR,56d2da5c421aa9173e7b7bdc_2,http://article.wn.com/view/2016/02/28/Israel_welcomes_Syria_truce_but_hints_could_attack_if_threat/,wn_world
987667,987667,1301441_v0.2.0,20150811,2015,8,11,USA,USA,,,TUR,TUR,,,52,5,1,3.5,,39.76,-98.5,United States,,USA,55ca21a3421aa95c6546afe3_0,http://article.wn.com/view/2015/08/11/Turkey_Kurds_conflict_complicates_fight_vs_ISIS/,wn_world
296210,296210,601308,20141103,2014,11,3,SYR,SYR,,,IND,IND,,,30,3,1,4,,NA,NA,,,,54585f1fbfd1090c7092546c_6,http://www.hindustantimes.com/india-news/isis-influenced-youths-may-strike-in-india-govt/article1-1282222.aspx,hindustan_india
1768953,1768953,2184524_v1.2.0,20160422,2016,4,22,GMB,GMB,,,NGOMED,NGO,MED,,20,2,0,3,,13.5,-15.5,Gambia,,GMB,571a1ea3421aa9178b0c80b7_5,http://article.wn.com/view/2016/04/22/Bukedde_Journalist_Assaulted_By_Obudinghiya_Kingdom_Official/,wn_africa
91805,91805,406865,20140723,2014,7,23,PSEGOV,PSE,GOV,,PSEREBHMS,PSE,REB,HMS,51,5,1,3.4,"NAMED_TERROR_GROUP,105",NA,NA,,,,53cf5d77bfd1097d6ad97daf_2;53cf98e0bfd1090939a9edda_2;53cf5eeebfd1097d7cd97db4_0,http://feedproxy.google.com/~r/euronews/en/home/~3/HVBwFoQ5KJQ/story01.htm;http://www.middleeaststar.com/index.php/sid/224036081/scat/940f2bfd509e743b;http://feedproxy.google.com/~r/AlAkhbarEnglish/~3/wfWJDdtRYOs/pa-backs-hamas-ceasefire-demands-gaza-death-toll-reaches-639,euronews;bnn_me;alakhbar
64078,64078,379129,20140715,2014,7,15,IRQ,IRQ,,,MNCKWTMED,MNC,,KWT;MED,60,6,2,6,,NA,NA,,,,53c4fd3dbfd109218ec7e36b_4;53c51923bfd10926c60a48d5_2,http://www.zawya.com/story/Kuwaits_Zain_says_court_lifts_freeze_on_Zain_Iraq_earnings-TR20140715nL6N0PQ1RIX2/;http://www.zawya.com/story/Kuwaits_Zain_says_court_lifts_freeze_on_Zain_Iraq_earnings-TR20140715nL6N0PQ2OHX2/,zawya;zawya
1500043,1500043,1885195_v0.2.0,20160124,2016,1,24,IRNGOV,IRN,GOV,,CHNGOV,CHN,GOV,,40,4,1,1,,32,53,Islamic Republic of Iran,,IRN,56a54d5b421aa96cbe9a667e_5;56a48f98421aa9279ae461ba_4,http://article.wn.com/view/2016/01/24/Iran_is_worlds_biggest_emerging_market_since_collapse_of_Sov/;http://article.wn.com/view/2016/01/24/Chinas_Xi_says_he_wants_new_chapter_with_Iran/,wn_world;wn_world
1414136,1414136,1799256_v0.2.0,20151222,2015,12,22,AFGREB,AFG,REB,,USA,USA,,,1123,11,3,-2,"NAMED_TERROR_GROUP,1",39.76,-98.5,United States,,USA,5678b37d421aa94d2cb8f7e0_2,http://timesofindia.feedsportal.com/c/33039/f/533917/s/4c6519db/sc/11/l/0Ltimesofindia0Bindiatimes0N0Cworld0Csouth0Easia0CUS0Etroops0Ekilled0Enear0EBagram0ETaliban0Einsurgency0Eintensifies0Carticleshow0C50A2763990Bcms/story01.htm,times_of_india_world
119165,119165,436448,20140802,2014,8,2,AZE,AZE,,,ARM,ARM,,,12,1,0,-0.4,,NA,NA,,,,53dcd492bfd1093630d20e09_0;53dcacefbfd1092c409aa404_0,http://www.dw.de/soldiers-killed-as-tensions-rise-in-disputed-nagorny-karabakh/a-17827777?maca=en-rss-en-all-1573-rdf;http://www.thestatesman.net/news/69315-five-killed-in-fresh-clash-between-azeris-ethnic-armenians.html,dw;india_statesman_world
1041644,1041644,1355437_v0.2.0,20150831,2015,8,31,USAGOVMIL,USA,GOV,MIL,USA,USA,,,43,4,1,2.8,,33.72148,73.04329,Islamabad,,PAK,55e393de421aa9419fd52e61_6,http://article.wn.com/view/2015/08/31/US_Envoy_Discusses_Afghan_Peace_Efforts_on_Pakistan_Visit/,wn_asia
286956,286956,594523,20141023,2014,10,23,PAKBUS,PAK,BUS,,PAK,PAK,,,80,8,2,5,"SCHOOLS,1;POSTSECONDARY_EDUCATION,1",NA,NA,,,,5449ce95bfd10939b6048fd6_5,http://feedproxy.google.com/~r/pakistan-news-newspaper-daily-english-online/24hours-news/~3/MIF8hMxpww8/corporate-corner,nation_news
522178,522178,681533_v0.2.0,20150302,2015,3,2,YEM,YEM,,,SAUGOV,SAU,GOV,,173,17,4,-5,"NAMED_TERROR_GROUP,2",15.5,47.5,Republic of Yemen,,YEM,54f46493421aa938864e7d92_0,http://www.bbc.co.uk/news/world-middle-east-31690781,
1456168,1456168,1841305_v0.2.0,20160107,2016,1,7,SAUGOV,SAU,GOV,,USAGOV,USA,GOV,,46,4,1,7,,25,45,Kingdom of Saudi Arabia,,SAU,5690e0e5421aa90f1a781491_1,http://www.todayszaman.com/world_diplomacy_obama-renews-call-for-withdrawal-of-unauthorized-turkish-forces-from-iraq_408988.html,zaman
310786,310786,611451,20141118,2014,11,18,GBR,GBR,,,EGYGOV,EGY,GOV,,40,4,1,1,,NA,NA,,,,546b5981bfd1091675b5000c_0,http://feedproxy.google.com/~r/DailyNewsEgypt/~3/B49qEgaSNN4/,egypt_dailynews
564348,564348,870368_v0.2.0,20150317,2015,3,17,MED,,,,NGAREB,NGA,REB,,190,19,4,-10,"PUBLIC_TRANSIT,1",51.50853,-0.12574,London,England,GBR,55084b5aadb86b6d0d3270b2_0;550896f5adb86b6f4db40b46_0,http://www.thestar.com.my/News/World/2015/03/17/Foreigners-train-Nigerian-troops-as-final-onslaught-hits-Boko-Haram;http://feedproxy.google.com/~r/TheJordanTimes-LatestNews/~3/Zk54Cyyizgk/foreigners-train-nigerian-troops-as-final-onslaught-hits-boko-haram,malstar_world;jordan_times
731230,731230,1044921_v0.2.0,20150519,2015,5,19,IGOUNO,IGO,,UNO,PRK,PRK,,,36,3,1,4,,37.97083,126.55444,Kaesŏng,Hwanghae-namdo,PRK,555b0a9f421aa96fde97fcd7_0;555b2092421aa96fff480d40_0;555afc5f421aa97006819d6e_0,http://yonhapnews.feedsportal.com/c/35025/f/647118/s/46718472/sc/31/l/0Lapp0Byonhapnews0Bco0Bkr0CYNA0CBasic0CSNS0Cr0Baspx0Dc0FAEN20A150A5190A0A79523150Gsource0Frss/story01.htm;http://yonhapnews.feedsportal.com/c/35025/f/647118/s/46721298/sc/19/l/0Lapp0Byonhapnews0Bco0Bkr0CYNA0CBasic0CSNS0Cr0Baspx0Dc0FAEN20A150A5190A0A79543150Gsource0Frss/story01.htm;http://yonhapnews.feedsportal.com/c/35025/f/647118/s/467147c3/sc/19/l/0Lapp0Byonhapnews0Bco0Bkr0CYNA0CBasic0CSNS0Cr0Baspx0Dc0FAEN20A150A5190A0A79513150Gsource0Frss/story01.htm,skorea_yonhap_sk;skorea_yonhap_sk;skorea_yonhap_sk
911421,911421,1225168_v0.2.0,20150715,2015,7,15,USAGOV,USA,GOV,,USAJUDOPPHLHEDU,USA,JUD,OPP;HLH;EDU,10,1,0,0,"POSTSECONDARY_EDUCATION,1",32.71533,-117.15726,San Diego,California,USA,55a68074421aa92625ce6a96_3,http://article.wn.com/view/2015/07/15/Winners_of_NHS_Wales_Awards_2015_announced_Welsh_Government_e/,wn_europe
702585,702585,1010381_v0.2.0,20150512,2015,5,12,NGOBUSWEF,NGO,BUS,WEF,COL,COL,,,36,3,1,4,"TOURISM,1",20.50807,-87.2287,Riviera Maya,Estado de Quintana Roo,MEX,55524d54421aa94d3d92f385_5,http://article.wn.com/view/2015/05/12/Colombia_the_passion_of_South_America_Ministry_of_Commerce_I/,wn_americas
606376,606376,912414_v0.2.0,20150403,2015,4,3,IRQ,IRQ,,,MEAREB,,REB,,173,17,4,-5,,NA,NA,,,,551ee651421aa909df161674_5,http://article.wn.com/view/2015/04/03/Hiring_slowdown_US_employers_added_just_126K_jobs_in_March_z/,wn_politics
102985,102985,420262,20140727,2014,7,27,USAGOV,USA,GOV,,USA,USA,,,173,17,4,-5,"SECURITY_SERVICES,38",NA,NA,,,,53d49600bfd1094b2fbaa255_5,http://article.wn.com/view/2014/07/27/Covina_officer_probed_over_arrest_of_Pomona_man_filming_poli/,wn_politics
434594,434594,739310,20150201,2015,2,1,GRCGOV,GRC,GOV,,GRC,GRC,,,10,1,0,0,"DISEASE,1;BANKRUPTCY,2",37.97945,23.71622,Athens,Attica,Hellenic Republic,54ce4d7aee64790757c6fd96_4;54cde258ee64790757c6f8a9_1,http://article.wn.com/view/2015/02/01/Minister/;http://www.maltatoday.com.mt/news/world/49104/tsipras_confident_on_debt_repayment_deal,wn_world;malta_today
871675,871675,1185409_v0.2.0,20150701,2015,7,1,NGAREBLEG,NGA,REB,LEG,NGAEDUCVL,NGA,EDU,CVL,84,8,2,7,"SCHOOLS,2;NAMED_TERROR_GROUP,2",10,8,Federal Republic of Nigeria,,NGA,55945f8c421aa96b8cb2021e_0;55938c5e421aa96b66a6c274_0,http://article.wn.com/view/2015/07/01/Oral_Update_on_Boko_Haram_by_UN_High_Commissioner/;http://article.wn.com/view/2015/07/01/Buhari_Commended_Over_Moves_to_Recover_Stolen_Funds/,wn_world;wn_africa
290944,290944,408144_v0.2.0,20141027,2014,10,27,SDNGOV,SDN,GOV,,MED,,,,10,1,0,0,,16,30,Republic of the Sudan,,SDN,544e1719bfd1097917bb1db6_1,http://www.africaleader.com/index.php/sid/227048179/scat/c1ab2109a5bf37ec,bnn_africa
1748286,1748286,2163850_v1.2.0,20160415,2016,4,15,PAN,PAN,,,IRQELIGOVENV,IRQ,,ELI;GOV;ENV,60,6,2,6,,9,-80,Republic of Panama,,PAN,571140e8421aa94bef42057a_2;5710f0d6421aa92e315be41d_2;5710f12f421aa92e2e69df10_2,http://www.nytimes.com/2016/04/16/business/international/panama-papers-europe.html?partner=rss&emc=rss;http://rss.nytimes.com/c/34625/f/642565/s/4ef755c8/sc/28/l/0L0Snytimes0N0C20A160C0A40C160Cbusiness0Cinternational0Cpanama0Epapers0Eeurope0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm;http://rss.nytimes.com/c/34625/f/640334/s/4ef70374/sc/28/l/0L0Snytimes0N0C20A160C0A40C160Cbusiness0Cinternational0Cpanama0Epapers0Eeurope0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,nyt;nyt;nyteurope
325256,325256,625928,20141124,2014,11,24,USA,USA,,,AFGCVL,AFG,CVL,,195,19,4,-10,,NA,NA,,,,547374b7bfd10948c5cb77f5_0,http://feedproxy.google.com/~r/dawn-news/~3/xs7phEwmtaA/drone-strike-near-pakistan-border-leaves-five-dead-in-afghanistan,dawn_pk
109525,109525,426804,20140729,2014,7,29,HUN,HUN,,,TWN,TWN,,,10,1,0,0,,NA,NA,,,,53d69226bfd1091ea0f914b0_1,http://www.chinapost.com.tw/taiwan/foreign-affairs/2014/07/29/413519/Hungarian-office.htm,chinapost_taiwan
1553182,1553182,1968684_v1.2.0,20160212,2016,2,12,CAN,CAN,,,FRAREB,FRA,REB,,61,6,2,6.4,,NA,NA,,,,56be326d421aa9052f13580b_4,http://article.wn.com/view/2016/02/12/Province_Seeking_Public_Feedback_on_its_Strategy_for_a_Safer/,wn_politics
398326,398326,703032,20150123,2015,1,23,CHEGOVBUS,CHE,GOV,BUS,CHE,CHE,,,10,1,0,0,,NA,NA,,,,54c2d2d4ee6479446422185b_2,http://www.thelocal.ch/20150123/euro-hits-fresh-lows-against-swiss-franc,local_switzerland
575035,575035,881058_v0.2.0,20150320,2015,3,20,CANGOV,CAN,GOV,,USAGOV,USA,GOV,,46,4,1,7,,30.26715,-97.74306,Austin,Texas,USA,550c5883adb86b6f4db4161b_4,http://article.wn.com/view/2015/03/20/MP_Carmichael_Announces_Support_for_Innovative_Clean_Energy__m/,wn_politics
1800355,1800355,2215937_v1.2.0,20160503,2016,5,3,FRA,FRA,,,AUS,AUS,,,10,1,0,0,,-25,135,Commonwealth of Australia,,AUS,57292791421aa90783df4ad8_3,http://article.wn.com/view/2016/05/03/why_japan_lost_australia_8217s_40_billion_submarine_deal_fea/,wn_asia
181997,181997,492557,20140827,2014,8,27,ISRMIL,ISR,MIL,,SYRMILREB,SYR,MIL,REB,40,4,1,1,,NA,NA,,,,53fdaf2dbfd109068d44b083_2;53fdae96bfd109069a44b083_2,http://www.jpost.com/MiddleEast/Article.aspx?ID=372482&R=R1;http://www.jpost.com/MiddleEast/Article.aspx?id=372482&R=R3,jpost_front;jpost_me
861882,861882,1175614_v0.2.0,20150629,2015,6,29,ISRMIL,ISR,MIL,,PSEGZA,PSE,,GZA,173,17,4,-5,"ACTIVISM,3",31.5,34.46667,Gaza,Gaza Strip,PSE,55914504421aa918c08ab654_3;559145e9421aa91880d979ca_0;5591455b421aa918e16421f6_3,http://article.wn.com/view/WNAT68a71053375825c30b433ba3d1ee895f/;http://www.theguardian.com/world/2015/jun/29/israel-takes-over-ship-seeking-to-break-gaza-blockade;http://article.wn.com/view/WNAT6d72e196411782b2f0e7038fb7a00532/,wn_world;guardian_americas;wn_world
289353,289353,406553_v0.2.0,20141026,2014,10,26,YEMGOV,YEM,GOV,,IMG,IMG,,,60,6,2,6,"NAMED_TERROR_GROUP,34",NA,NA,,,,544d04f3bfd10949647de150_6,http://feedproxy.google.com/~r/AlAkhbarEnglish/~3/UFjbG67E224/houthis-enter-al-qaeda-stronghold-central-yemen,alakhbar
404225,404225,708934,20150124,2015,1,24,NGAGOV,NGA,GOV,,NGA,NGA,,,21,2,0,3.4,,11.84692,13.15712,Maiduguri,Borno State,Federal Republic of Nigeria,54c6be74ee647914068e1910_0;54c653a0ee647943e88a3fdd_0;54c6c227ee64791c826a97ea_0;54c6ac55ee64797e47b8a17f_0,http://leadership.ng/news/406218/dont-attack-president-jonathan-maiduguri-borno-gov-begs-residents;http://leadership.ng/news/406218/dont-attack-president-jonathan-maiduguri-borno-gov-begs-residents;http://leadership.ng/news/406218/dont-attack-president-jonathan-maiduguri-borno-gov-begs-residents;http://leadership.ng/news/406218/dont-attack-president-jonathan-maiduguri-borno-gov-begs-residents,nigeria_leadership;nigeria_leadership;nigeria_leadership;nigeria_leadership
440872,440872,745590,20150203,2015,2,3,IMGMUSISI,IMG,,MUS;ISI,USAGOV,USA,GOV,,25,2,0,-0.3,,NA,NA,,,,54d111f6ee6479074159dfe7_5,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFigqgytG86wSfswvYvWe7uf7x1fA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778730161764&ei=Ew_RVPDLIKuzwAGZzICAAQ&url=http://www.usatoday.com/story/news/world/2015/02/03/islamic-state-jordanian-pilot/22798055/,google
213967,213967,524541,20140910,2014,9,10,USAGOV,USA,GOV,,IRQMIL,IRQ,MIL,,10,1,0,0,,NA,NA,,,,54107dd0bfd109358be289a4_2,http://www.bangkokpost.com/news/world/431561/kerry-vows-global-coalition-will-defeat-jihadists-in-iraq-syria,thailand_bankokpost
933714,933714,1247468_v0.2.0,20150722,2015,7,22,IRNGOVMED,IRN,GOV,MED,DEUGOV,DEU,GOV,,110,11,3,-2,,35.69439,51.42151,Tehrān,Ostān-e Tehrān,IRN,55af0544421aa95f2ec7836e_0,http://www.jpost.com/Middle-East/Iran/Tehran-turns-down-Berlins-request-to-recognize-Israel-409761,jpost_me
1076459,1076459,1390263_v0.2.0,20150904,2015,9,4,USA,USA,,,TUR,TUR,,,100,10,3,-5,,39.76,-98.5,United States,,USA,55f08017421aa97bbabeffc3_5,http://www.todayszaman.com/world_op-ed_stopping-a-dirty-bomb_398311.html,zaman
983604,983604,1297376_v0.2.0,20150809,2015,8,9,KENEDU,KEN,EDU,,KEN,KEN,,,192,19,4,-9.5,,-1.28333,36.81667,Nairobi,Nairobi,KEN,55c753ec421aa95c90263052_2,http://allafrica.com/stories/201508090094.html,allafrica
1525657,1525657,1930692_v1.2.0,20160203,2016,2,3,RUS,RUS,,,UKR,UKR,,,20,2,0,3,,55.75222,37.61556,Moscow,Moskva,RUS,56b20bbd421aa91279c67459_5;56b21366421aa91278fd7a11_5,http://article.wn.com/view/2016/02/03/Patriarch_Kirill_We_do_not_call_the_forthcoming_PanOrthodox_/;http://article.wn.com/view/2016/02/03/The_issue_of_Orthodox_Diaspora_to_be_considered_at_the_PanOr/,wn_asia;wn_europe
915040,915040,1228788_v0.2.0,20150715,2015,7,15,DEUGOV,DEU,GOV,,DEU,DEU,,,172,17,4,-5,"TERROR,1",36.20124,37.16117,Aleppo,Aleppo Governorate,SYR,55a6abf6421aa9097a5d2584_2,http://www.dw.com/en/german-jihadi-gets-11-year-prison-sentence/a-18586383?maca=en-rss-en-all-1573-rdf,dw
666440,666440,980111_v0.2.0,20150501,2015,5,1,PHL,PHL,,,IDN,IDN,,,60,6,2,6,,14.6042,120.9822,Manila,National Capital Region,PHL,5542a8b8421aa960cc75c2cc_0,http://newsinfo.inquirer.net/688685/veloso-11th-hour-reprieve-seen-to-restore-trust-in-aquino,phil_inquirer
1730627,1730627,2146185_v1.2.0,20160409,2016,4,9,JOR,JOR,,,ISR,ISR,,,57,5,1,8,,31.5,34.75,State of Israel,,ISR,5708bb3e421aa93e6c089107_2,http://article.wn.com/view/2016/04/09/Palestinians_in_talks_with_Arab_states_on_UN_antiIsrael_moti/,wn_asia
80074,80074,395130,20140720,2014,7,20,USA,USA,,,BRA,BRA,,,42,4,1,1.9,,NA,NA,,,,53cbf649bfd1092ef77f7d82_5,http://article.wn.com/view/2014/07/20/American_Exports_Jose_Torres_Edgar_Castillo_batlte_it_out_in/,wn_politics
1460734,1460734,1845872_v0.2.0,20160110,2016,1,10,PAK,PAK,,,IND,IND,,,90,9,3,-2,,32.27306,75.65256,Pathankot,,IND,5691a7a2421aa9565822fe92_0,http://feedproxy.google.com/~r/com/cwEr/~3/rjviniDYRtY/89222-Pakistan-India-showing-maturity-after-Pathankot-attack,int_the_news_top
369117,369117,515452_v0.2.0,20150107,2015,1,7,PHL,PHL,,,USA,USA,,,10,1,0,0,,14.6042,120.9822,Manila,National Capital Region,PHL,54ac2a2abfd1097d63317539_0,http://sports.inquirer.net/170960/aces-wary-of-beermen-shooters-not-just-june-mar-fajardo,phil_inquirer
1228764,1228764,1591817_v0.2.0,20151026,2015,10,26,IDNCVL,IDN,CVL,,USAGOVGOVAGR,USA,GOV,GOV;AGR,40,4,1,1,,-5,120,Republic of Indonesia,,IDN,562daca2421aa943c0bcb6bc_2,http://article.wn.com/view/2015/10/26/Four_Priorities_for_Indonesian_President_Joko_Widodo_as_He_A/,wn_world
639640,639640,953299_v0.2.0,20150417,2015,4,17,PAKGOV,PAK,GOV,,PAK,PAK,,,10,1,0,0,,35.56043,-79.28169,Gulf,North Carolina,USA,553109f5421aa906b3b8b08a_5,http://article.wn.com/view/2015/04/17/US_drone_kills_two_in_southern_Yemen_as_refugee_outflow_gain/,wn_mideast
918132,918132,1231881_v0.2.0,20150717,2015,7,17,IND,IND,,,IRN,IRN,,,40,4,1,1,,22,79,Republic of India,,IND,55a90f29421aa9354f24e111_3,http://www.thestar.com.my/News/World/2015/07/17/Iran-says-offers-India-bigger-role-in-strategic-port,malstar_world
443677,443677,748397,20150205,2015,2,5,USAMIL,USA,MIL,,SYR,SYR,,,138,13,3,-7,,35.95283,39.00788,Ar Raqqah,Ar-Raqqah Governorate,Syrian Arab Republic,54d54360ee64790757c7d201_5;54d54372ee64790757c7d209_5,http://article.wn.com/view/2015/02/05/Japan_wont_give_in_to_terrorism_but_no_troops_d/;http://article.wn.com/view/2015/02/05/Q_A_Jordan_already_fighting_IS_in_Syria_Iraq_could_be_next_k/,wn_world;wn_world
711169,711169,1018967_v0.2.0,20150513,2015,5,13,SAU,SAU,,,USA,USA,,,12,1,0,-0.4,,39.76,-98.5,United States,,USA,55529634421aa94d33e7b7af_6,http://article.wn.com/view/2015/05/13/Obama_to_meet_with_Saudi_leaders_ahead_of_Gulf_summit_e/,wn_politics
376800,376800,681497,20150109,2015,1,9,PAKGOV,PAK,GOV,,PAKCOPGOVEDU,PAK,COP,GOV;EDU,60,6,2,6,,33.72148,73.04329,Islamabad,Islāmābād Capital Territory,Islamic Republic of Pakistan,54b42f3bbfd109369e084ccb_0;54b44522bfd109369e085691_0;54b44c0ebfd109369e085aa2_0;54b436d1bfd109369e085098_0;54b45e7bbfd10936ae637719_0;54b45755bfd10936a6972eea_0,http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7;http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7;http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7;http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7;http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7;http://www.pakistantelegraph.com/index.php/sid/229214067/scat/8c3d7d78943a99c7,bnn_pakistan;bnn_pakistan;pakistan_telegraph;pakistan_telegraph;pakistan_telegraph;bnn_pakistan
708060,708060,1015857_v0.2.0,20150512,2015,5,12,RUS,RUS,,,UKRMIL,UKR,MIL,,41,4,1,1,,NA,NA,,,,55523eca421aa94d383a0847_4,http://article.wn.com/view/2015/05/12/Three_soldiers_killed_in_eastern_Ukraine_clashes/,wn_europe
996530,996530,1310307_v0.2.0,20150813,2015,8,13,PAK,PAK,,,AFG,AFG,,,43,4,1,2.8,"NAMED_TERROR_GROUP,7",34.52813,69.17233,Kabul,Wilāyat-e Kābul,AFG,55cc810d421aa95c4f6d9def_0;55ccca7c421aa95c5b7cc6d9_0;55cca5a3421aa95c4afd86aa_5;55ccd185421aa95cce660805_4;55cc3f57421aa95c4f6d9ce0_4;55ccd8ce421aa95cce660821_5;55cc37fd421aa95c4f6d9cc5_4;55ccb443421aa95c5649a238_5;55ccbbc1421aa95c4afd8706_4;55cce016421aa95c4f6d9f80_5;55ccb452421aa95c828167b1_2,http://www.rferl.org/content/afghanistan-pakistan-delegation-visit/27187028.html;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFX3MZEjHvsutFegpIkinDL778cNg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778923489989&ei=xcnMVaqHFYTo3gGjxL7IAw&url=http://abcnews.go.com/International/wireStory/afghan-government-sends-team-pakistan-discuss-peace-33053981;http://article.wn.com/view/2015/08/13/Afghan_delegation_arrives_in_Pakistan_to_discuss_peace_q/;http://article.wn.com/view/2015/08/13/Afghan_officials_in_Pakistan_to_discuss_peace_efforts_r/;http://feedproxy.google.com/~r/com/YEor/~3/SgFImW4a-QI/story01.htm;http://article.wn.com/view/2015/08/13/Afghan_officials_in_Pakistan_to_discuss_peace_efforts_x/;http://feedproxy.google.com/~r/com/YEor/~3/PTMnFVppeTk/story01.htm;http://article.wn.com/view/2015/08/13/Islamabad_mobile_services_to_be_suspended_on_Friday_a/;http://article.wn.com/view/2015/08/13/Afghan_delegation_arrives_in_Pakistan_to_discuss_peace_wp/;http://article.wn.com/view/2015/08/13/Afghan_delegation_arrives_in_Pakistan_to_discuss_peace_5/;http://article.wn.com/view/2015/08/13/Pakistan_sentences_7_to_death_over_school_attack_j/,rfe;google;wn_world;wn_world;int_the_news_latest;wn_world;int_the_news_latest;wn_asia;wn_world;wn_world;wn_world
1246959,1246959,1622869_v0.2.0,20151030,2015,10,30,IRN,IRN,,,SYRGOV,SYR,GOV,,10,1,0,0,,35.69439,51.42151,Tehrān,Ostān-e Tehrān,IRN,5636e108421aa97c7bb536e1_6,http://dailymessenger.com.pk/2015/10/30/iran-backs-six-month-syria-transition-ahead-of-peace-talks/,pakistan_dailymessanger
