,X,GID,Date,Year,Month,Day,Source,SrcActor,SrcAgent,SOthAgent,Target,TgtActor,TgtAgent,TOthAgent,CAMEO,RootCode,QuadClass,Goldstein,None,Lat,Lon,Geoname,AdminInfo,CountryCode,ID,URL,sourcetxt
411588,411588,723077,20150125,2015,1,25,IGOEUREECGOVBUS,IGO,,EUR;EEC;GOV;BUS,GRC,GRC,,,170,17,4,-7,"INT_FINANCIAL_INST,5;AUSTERITY,5",39,22,Hellenic Republic,,Hellenic Republic,54c6f39bee64793f0493318d_2;54c715faee64795410224ad2_2;54c6fa3fee64793edba5f444_2;54c71980ee6479545b50d417_2;54c72091ee6479543479c135_2,http://www.deccanherald.com/content/455536/winners-greek-poll-may-pull.html;http://www.deccanherald.com/content/455536/winners-greek-poll-may-pull.html;http://www.deccanherald.com/content/455536/winners-greek-poll-may-pull.html;http://www.deccanherald.com/content/455536/winners-greek-poll-may-pull.html;http://www.deccanherald.com/content/455536/winners-greek-poll-may-pull.html,india_deccanher_news;india_deccanher_news;india_deccanher_news;india_deccanher_news;india_deccanher_news
37522,37522,350658,20140704,2014,7,4,IRN,IRN,,,CHEMED,CHE,MED,,46,4,1,7,,NA,NA,,,,53b65fa4bfd1090bc48ccbfc_3,http://article.wn.com/view/2014/07/04/13_Tanzanian_Airport_Officials_Suspended_Over_Bribery_Allega/,wn_africa
889223,889223,1202963_v0.2.0,20150707,2015,7,7,USAGOV,USA,GOV,,MNCUSA,MNC,,USA,112,11,3,-2,,32.81402,-96.94889,Irving,Texas,USA,559c713a421aa935509dd1a1_1,http://www.theguardian.com/us-news/2015/jul/08/time-warner-cable-must-pay-229500-to-texas-woman-it-robocalled-153-times,guardian_americas
77325,77325,392380,20140718,2014,7,18,PSEREBHMS,PSE,REB,HMS,EGY,EGY,,,125,12,3,-5,"NAMED_TERROR_GROUP,60",NA,NA,,,,53c97e44bfd1092f96acc938_4;53c929ebbfd1091f067c2b9f_4,http://AllAfrica.com/stories/201407181435.html;http://allafrica.com/stories/201407181435.html,allafrica;allafrica
678649,678649,992324_v0.2.0,20150503,2015,5,3,USASPYGOV,USA,SPY,GOV,GBRSPY,GBR,SPY,,42,4,1,1.9,,51.50853,-0.12574,London,England,GBR,55466e1d421aa9602b6e7363_4,http://article.wn.com/view/2015/05/03/Relations_between_police_blacks_national_crisis/,wn_politics
1370260,1370260,1735575_v0.2.0,20151207,2015,12,7,USA,USA,,,USAGOV,USA,GOV,,43,4,1,2.8,"SCHOOLS,1;POSTSECONDARY_EDUCATION,2",41.85003,-87.65005,Chicago,Illinois,USA,56652a3b421aa934bd7f55a6_1,http://article.wn.com/view/2015/12/07/Despite_grocers_promise_to_Michelle_Obama_neediest_neighborh_u/,wn_politics
1393343,1393343,1776689_v0.2.0,20151215,2015,12,15,BGR,BGR,,,IGOEUREEC,IGO,,EUR;EEC,51,5,1,3.4,,50.04606,1.42079,Eu,,FRA,567038bb421aa93643d1af95_0,http://news.xinhuanet.com/english/2015-12/15/c_134916495.htm,xinhua
711588,711588,1019386_v0.2.0,20150514,2015,5,14,THA,THA,,,IGOCOPITP,IGO,COP,ITP,36,3,1,4,"SECURITY_SERVICES,1",5.88737,10.01176,Bali,North-West Region,CMR,5554db6e421aa97000e6d92f_1,http://www.nationmultimedia.com/national/Govt-surveying-two-isles-for-detention-of-migrants-30260148.html,thailand_nation_national
1288740,1288740,1654032_v0.2.0,20151112,2015,11,12,SYRMIL,SYR,MIL,,LBNREB,LBN,REB,,111,11,3,-2,,35,38,Syrian Arab Republic,,SYR,5645350c421aa97efd555c0a_2;56452da9421aa97efede6c81_2,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjP-KOjpfawEmjxJ4mvwZnSp5fqw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778991686130&ei=wzRFVuCMDs-Y3QHkuqmIAw&url=https://www.washingtonpost.com/world/dozens-may-be-dead-in-twin-suicide-bombings-in-lebanese-capital/2015/11/12/d897528c-8968-11e5-bd91-d385b244482f_story.html;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGjP-KOjpfawEmjxJ4mvwZnSp5fqw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778991686130&ei=eC1FVvDsFZXL3QGsxarQAw&url=https://www.washingtonpost.com/world/dozens-may-be-dead-in-twin-suicide-bombings-in-lebanese-capital/2015/11/12/d897528c-8968-11e5-bd91-d385b244482f_story.html,google;google
217461,217461,528036,20140909,2014,9,9,ISR,ISR,,,PSEGZA,PSE,,GZA,190,19,4,-10,,NA,NA,,,,540f94a3bfd1090f1f09e006_2,http://dailymessenger.com.pk/world/2014/09/10/militant-groups-in-gaza-are-already-rebuilding-their-tunnels-after-a-two-month-war-with-israel/,pakistan_dailymessanger
1492723,1492723,1877872_v0.2.0,20160120,2016,1,20,IND,IND,,,IGOUNOGOV,IGO,,UNO;GOV,10,1,0,0,,22,79,Republic of India,,IND,569f9a1f421aa95f9617eb36_1;569fcd1b421aa9730a4a06d4_1,http://dc.asianage.com/india/we-condemn-oppressive-use-violence-civilians-india-352;http://www.asianage.com/india/we-condemn-oppressive-use-violence-civilians-india-352,asianage_india;asianage_india
1572519,1572519,1988027_v1.2.0,20160218,2016,2,18,SAU,SAU,,,SYR,SYR,,,138,13,3,-7,,25,45,Kingdom of Saudi Arabia,,SAU,56c60281421aa962eafdf12e_5,http://article.wn.com/view/WNATddbcc3dfd52f001c5d14c5ea76623ffb/,wn_world
1078035,1078035,1391840_v0.2.0,20150909,2015,9,9,EGY,EGY,,,USAREB,USA,REB,,10,1,0,0,"CORRUPTION,1",27,30,Arab Republic of Egypt,,EGY,55f0e5ee421aa97b8bddf046_0,http://feedproxy.google.com/~r/World-TheNewsInternational/~3/0lVaMYR79k0/story01.htm,int_the_news_world
670774,670774,984446_v0.2.0,20150501,2015,5,1,ZAFGOV,ZAF,GOV,,ZAFCVL,ZAF,CVL,,46,4,1,7,"DISCRIMINATION,2",-29,24,Republic of South Africa,,ZAF,5542ccac421aa960d8349920_0,http://www.punchng.com/news/zuma-spoke-with-gej-over-xenophobic-attacks/,nigeria_thepunch
505428,505428,664775_v0.2.0,20150222,2015,2,22,USA,USA,,,USAGOV,USA,GOV,,46,4,1,7,,NA,NA,,,,54e9c39fee647946c74014c7_2,http://article.wn.com/view/2015/02/22/Israeli_PM_says_coming_month_critical_regarding_Iran/,wn_world
221178,221178,531755,20140912,2014,9,12,INDGOV,IND,GOV,,JPN,JPN,,,160,16,3,-4,,NA,NA,,,,54123fe9bfd1090795cea6b1_0,http://www.japantimes.co.jp/opinion/2014/09/10/commentary/world-commentary/dynamic-modi-faces-daunting-challenges/,japan_times
957187,957187,1270949_v0.2.0,20150731,2015,7,31,CHN,CHN,,,MMR,MMR,,,60,6,2,6,,21,96,Union of Burma,,MMR,55ba577b421aa96e9b3da833_3,http://www.shanghaidaily.com/national/155-Chinese-jailed-in-Myanmar-for-illegal-logging-set-free-by-amnesty/shdaily.shtml,shanghai_national
1106278,1106278,1420091_v0.2.0,20150918,2015,9,18,BFAMIL,BFA,MIL,,FRA,FRA,,,64,6,2,7,,-12.5,18.5,Republic of Angola,,AGO,55fbb912421aa97b46b86b92_3,http://www.theguardian.com/world/2015/sep/18/burkina-faso-military-installs-general-as-new-head-of-state-after-coup,guardian_americas
189658,189658,500221,20140830,2014,8,30,DNK,DNK,,,GBR,GBR,,,43,4,1,2.8,,NA,NA,,,,5401dedebfd10966cf7322d8_0,http://www.thenational.ae/sport/football/daniel-agger-returns-to-brondby-from-liverpool,thenational_uae
816919,816919,1130637_v0.2.0,20150615,2015,6,15,DEUGOV,DEU,GOV,,DEUMED,DEU,MED,,10,1,0,0,,39,22,Hellenic Republic,,GRC,557e7213421aa90ecd35dfef_0;557ea5e6421aa9791a3467ee_2,http://www.ekathimerini.com/4dcgi/_w_articles_wsite2_1_15/06/2015_551045;http://www.thestar.com.my/News/World/2015/06/15/Prepare-for-Greek-state-of-emergency-says-German-EU-commissioner,greece_kathimerini;malstar_world
1662590,1662590,2078126_v1.2.0,20160317,2016,3,17,USALEG,USA,,LEG,USAGOVLEG,USA,GOV,LEG,36,3,1,4,,NA,NA,,,,56eb28b8421aa96b09f0f346_4,http://article.wn.com/view/2016/03/17/Are_Republicans_Afraid_Theyll_Actually_Like_Obamas_Nominee/,wn_politics
123538,123538,440823,20140803,2014,8,3,SYRUAF,SYR,,UAF,LBNMIL,LBN,MIL,,1712,17,4,-9.2,,NA,NA,,,,53ddedc9bfd1097ad13d978e_2,http://www.dailystar.com.lb/News/Lebanon-News/2014/Aug-03/265883-attacks-on-army-in-tripoli-in-response-to-arsal-operation.ashx,daily_star_lebanon
484872,484872,644213_v0.2.0,20150216,2015,2,16,DNKCOP,DNK,COP,,DNK,DNK,,,10,1,0,0,"SECURITY_SERVICES,20;HUMAN_RIGHTS,16",55.67594,12.56553,Copenhagen,Region Hovedstaden,DNK,54e25cd8ee647946b10870f4_0;54e1bad3ee647946c21b4a26_0;54e24750ee647946aa4a9527_0;54e1bac7ee647946a038efdc_3;54e1e600ee6479470450c0d3_0;54e25ce2ee647946cccda9ad_2,http://article.wn.com/view/2015/02/16/BCEUDenmarkIslamic_Terrorism_GlanceADVISORY_EU/;http://cyprus-mail.com/2015/02/16/danish-police-charge-two-with-aiding-copenhagen-shooter/;http://www.buenosairesherald.com/article/182173/two-charged-with-aiding-copenhagen-shooter;http://www.dw.de/two-men-arrested-on-suspicion-of-aiding-copenhagen-gunman/a-18259917?maca=en-rss-en-all-1573-rdf;http://www.buenosairesherald.com/article/182173/police-charge-two-with-aiding-copenhagen-shooter;http://article.wn.com/view/2015/02/16/Attacks_in_Copenhagen_and_Paris_raise_fears_of_more_insecuri/,wn_world;cyprus_mail;buenosairesherald;dw;buenosairesherald;wn_world
582144,582144,888170_v0.2.0,20150322,2015,3,22,KEN,KEN,,,GBRCRM,GBR,CRM,,173,17,4,-5,,11.96713,14.46198,Gilgil,Borno State,NGA,550f2b52adb86b6f4f4d2bd9_0,http://www.nation.co.ke/news/Woman-alleges-rape-in-MPs-private-office/-/1056/2662506/-/w67svh/-/index.html,kenya_nation
616472,616472,926093_v0.2.0,20150409,2015,4,9,IND,IND,,,NGOENVGOV,NGO,,ENV;GOV,10,1,0,0,,28.63576,77.22445,New Delhi,National Capital Territory of Delhi,IND,55268731421aa909e539936a_0,http://www.sfgate.com/business/energy/article/India-says-it-is-suspending-Greenpeace-over-6188925.php,sfgate_national
1080124,1080124,1393929_v0.2.0,20150911,2015,9,11,IND,IND,,,PAK,PAK,,,44,4,1,2.5,"SECURITY_SERVICES,1",28.63576,77.22445,New Delhi,National Capital Territory of Delhi,IND,55f27cbb421aa97b656474c5_6;55f306f7421aa97b546fa980_6,http://article.wn.com/view/2015/09/11/Foreign_Minister_Wang_Yi_Holds_Telephone_Talks_with_Pakistan/;http://article.wn.com/view/2015/09/11/India_Pakistan_border_chiefs_agree_to_lower_tensions_in_Kash_i/,wn_asia;wn_world
1719311,1719311,2134866_v1.2.0,20160405,2016,4,5,USAGOVBUS,USA,GOV,BUS,PAK,PAK,,,10,1,0,0,"PUBLIC_TRANSIT,1",31.54972,74.34361,Lahore,Punjab,PAK,57030c5f421aa928a83396b0_0,http://feedproxy.google.com/~r/TheNewsInternational-Lahore/~3/bmPm1ElLDyU/110303-Train-project-wont-affect-health-education-budget-CM,int_the_news_lahore
393504,393504,698209,20150116,2015,1,16,PHL,PHL,,,FRACVL,FRA,CVL,,43,4,1,2.8,,13,122,Republic of the Philippines,,Republic of the Philippines,54c12507bfd10962835ac3b9_5;54c0d870bfd109540809c6f0_5,http://www.philstar.com/headlines/2015/01/16/1413459/french-envoy-excited-see-pope-francis;http://www.philstar.com/headlines/2015/01/16/1413459/french-envoy-excited-see-pope-francis,philstar_headlines;philstar_headlines
251602,251602,559151,20140927,2014,9,27,TURGOV,TUR,GOV,,TUR,TUR,,,30,3,1,4,,NA,NA,,,,543202e4bfd1090c61eee152_2,http://www.menafn.com/1093964890/AntiIS-coalition-Turkey-ready-for-military-role?src=RSS,menafn_turkey
1078998,1078998,1392803_v0.2.0,20150910,2015,9,10,GBR,GBR,,,JPN,JPN,,,61,6,2,6.4,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,55f17747421aa97b97e27e0b_0,http://article.wn.com/view/2015/09/10/The_5_biggest_M_A_deals_of_the_year_so_far/,wn_europe
608406,608406,914446_v0.2.0,20150405,2015,4,5,KEN,KEN,,,MNCUSA,MNC,,USA,61,6,2,6.4,,NA,NA,,,,5521c31e421aa909e88600d5_0,http://nationalmirroronline.net/new/biz4afrika-to-promote-smes-boost-intra-african-trade/,nigeria_nationalmirror
249506,249506,557055,20141007,2014,10,7,FRASPY,FRA,SPY,,USA,USA,,,10,1,0,0,"NAMED_TERROR_GROUP,1",NA,NA,,,,5432f794bfd1093557b8f9d7_0,http://www.parisguardian.com/index.php/sid/226406087/scat/fab36d240e1883d4,bnn_paris
1827711,1827711,2243303_v1.2.0,20160513,2016,5,13,USABUSLEG,USA,BUS,LEG,USA,USA,,,80,8,2,5,,38.3004,-76.50745,California,Maryland,USA,57351555421aa963fde04a1a_4,http://article.wn.com/view/2016/05/13/ProTrump_super_PAC_forms_with_eye_on_California_money/,wn_politics
1525688,1525688,1930723_v1.2.0,20160203,2016,2,3,PAKREFGOV,PAK,,REF;GOV,IGOUNOGOV,IGO,,UNO;GOV,1822,18,4,-9,"ID_TORTURE,1;REFUGEES,1",33.72148,73.04329,Islamabad,Islāmābād Capital Territory,PAK,56b1e776421aa97c96f0dc1c_1,http://article.wn.com/view/2016/02/03/Bangladesh_Immediately_release_Mahmudur_Rahman_arbitrarily_i/,wn_politics
849575,849575,1163302_v0.2.0,20150624,2015,6,24,USAGOV,USA,GOV,,IRN,IRN,,,10,1,0,0,"EUROPEAN_UNION,2",NA,NA,,,,558a494b421aa9750300b68b_4;558af9b4421aa912f5ca60df_4;558b3b00421aa91300da43fb_2;558b2c0e421aa912f5ca649f_0,http://article.wn.com/view/2015/06/24/For_Kerry_Iran_deal_would_be_a_legacy_hit_after_many_misses/;http://article.wn.com/view/2015/06/24/British_queen_charms_Europes_summit_queen_on_eve_of_EU_negot/;http://article.wn.com/view/2015/06/24/Shorten_regrets_denying_discussing_leadership_with_Rudd/;http://article.wn.com/view/2015/06/24/Kerry_heads_to_Vienna_on_Friday_for_Iran_nuclear_talks_US_o/,wn_world;wn_europe;wn_politics;wn_world
52399,52399,367446,20140711,2014,7,11,UKREDU,UKR,EDU,,ESTEDU,EST,EDU,,60,6,2,6,,NA,NA,,,,53bffbffbfd1094c9a2b960e_0,http://feedproxy.google.com/~r/TheBalticTimes/~3/egccMVSzelo/,baltic_times
1477959,1477959,1863103_v0.2.0,20160116,2016,1,16,TWN,TWN,,,CHN,CHN,,,110,11,3,-2,,25.04776,121.53185,Taipei,Taipei,TWN,569a5419421aa9785da23a41_0,http://www.thestar.com.my/news/world/2016/01/16/us-says-it-has-profound-interest-in-peace-between-china-taiwan/,malstar_world
993082,993082,1306858_v0.2.0,20150812,2015,8,12,DEU,DEU,,,HRV,HRV,,,10,1,0,0,,NA,NA,,,,55cb8873421aa95c4f6d9a68_0,http://article.wn.com/view/2015/08/12/dwcom_croatian_pm_fears_aposis_apos_hostage_salopek_killed/,wn_world
1290842,1290842,1656135_v0.2.0,20151115,2015,11,15,USACHR,USA,,CHR,USA,USA,,,10,1,0,0,,42.35843,-71.05977,Boston,Massachusetts,USA,5648afa5421aa9647994ca4e_3,http://www.sfgate.com/news/article/Rally-planned-in-Boston-in-solidarity-with-6633886.php,sfgate_national
930740,930740,1244493_v0.2.0,20150720,2015,7,20,INDGOV,IND,GOV,,IND,IND,,,10,1,0,0,,22.56263,88.36304,Kolkata,West Bengal,IND,55acc60f421aa95eedc0d296_5,http://article.wn.com/view/2015/07/20/Baseline_Nutrition_Survey_Report_Validated/,wn_africa
840805,840805,1154530_v0.2.0,20150622,2015,6,22,CHE,CHE,,,PSEGZA,PSE,,GZA,180,18,4,-9,,31.5,34.46667,Gaza,,PSE,5587faec421aa9121ffe1724_0;5588022d421aa9121a19837c_0,http://www.bangkokpost.com/news/world/600108/war-crimes-likely-by-both-sides-in-2014-gaza-war-un-report;http://timesofindia.feedsportal.com/c/33039/f/533917/s/477541d5/sc/11/l/0Ltimesofindia0Bindiatimes0N0Cworld0Cmiddle0Eeast0CGaza0Ewar0E20A140EIsrael0EHamas0Emay0Ehave0Ecommitted0Ewar0Ecrimes0EUN0Ereport0Esays0Carticleshow0C47770A8990Bcms/story01.htm,thailand_bankokpost;times_of_india_world
255152,255152,562703,20141008,2014,10,8,JORMED,JOR,MED,,ISRMOSREL,ISR,,MOS;REL,111,11,3,-2,,NA,NA,,,,54359e2cbfd1091ea528ac88_0,http://www.menafn.com/1093973718/Jordan-Condemns-Israels-Aggression-Against-AlAqsa-Mosque?src=RSS,menafn_jordan
262475,262475,570030,20141012,2014,10,12,EGY,EGY,,,USA,USA,,,50,5,1,3.5,,NA,NA,,,,543aaa12bfd1096c6dc7df13_3;543a54c1bfd10960150fa784_3;543a3901bfd1095c0197df44_3;543ae200bfd1097469b3c9b6_3;543a8c6dbfd109682f7084f1_3,http://article.wn.com/view/2014/10/12/In_Cairo_Ban_urges_parties_to_Gaza_conflict_to_end_39cycle_o_a/;http://article.wn.com/view/2014/10/12/Global_envoys_meet_in_Cairo_for_Gaza_aid_conference/;http://article.wn.com/view/2014/10/12/Kerry_arrives_in_Cairo_for_Gaza_aid_talks_q/;http://article.wn.com/view/2014/10/12/High_level_conference_in_Cairo_USD_54_billion_to_Palestine_M/;http://article.wn.com/view/2014/10/12/In_Cairo_Ban_urges_parties_to_Gaza_conflict_to_end_39cycle_o_3/,wn_world;wn_mideast;wn_world;wn_politics;wn_world
229520,229520,539311,20140920,2014,9,20,IRNGOV,IRN,GOV,,IRNMIL,IRN,MIL,,42,4,1,1.9,,NA,NA,,,,541de9ccbfd10955717f70cf_1,http://payvand.com/news/14/sep/1120.html,payvand
1763721,1763721,2179290_v1.2.0,20160420,2016,4,20,NLD,NLD,,,MDV,MDV,,,10,1,0,0,,NA,NA,,,,57179177421aa9286e5a5ec1_2,http://article.wn.com/view/2016/04/20/Foreign_Minister_Dunya_and_Attorney_General_Anil_briefs_CMAG/,wn_asia
1802737,1802737,2218320_v1.2.0,20160504,2016,5,4,NGA,NGA,,,IGOUNO,IGO,,UNO,80,8,2,5,"ORGANIZED_CRIME,1",10,8,Federal Republic of Nigeria,,NGA,572996b2421aa92f59189812_4,http://www.thetidenewsonline.com/2016/05/04/un-body-backs-fg-anti-graft-war/,nigeria_tidenews
1066274,1066274,1380076_v0.2.0,20150907,2015,9,7,DEU,DEU,,,HUN,HUN,,,60,6,2,6,,47.68333,21.66667,Keleti Lapos,,HUN,55ee0e2f421aa97b860cdb5e_0,http://article.wn.com/view/2015/09/07/dwcom_hungary_aposs_crisis_exposes_farce_of_eu_asylum_policy/,wn_world
1329690,1329690,1694993_v0.2.0,20151125,2015,11,25,BRA,BRA,,,FRA,FRA,,,10,1,0,0,"CLIMATE_CHANGE,2",48.85341,2.3488,Paris,Île-de-France,FRA,56561406421aa9504744273e_6,http://article.wn.com/view/2015/11/25/Bolivias_Morales_once_leftist_climate_pact_foe_turns_pragmat/,wn_world
1148243,1148243,1462068_v0.2.0,20151001,2015,10,1,MED,,,,PSE,PSE,,,10,1,0,0,,NA,NA,,,,560c84fa421aa97af005b2cb_0,http://news.xinhuanet.com/english/2015-10/01/c_134676875.htm,xinhua
925880,925880,1239632_v0.2.0,20150720,2015,7,20,CHNGOVHRIJUD,CHN,GOV,HRI;JUD,CHN,CHN,,,20,2,0,3,,NA,NA,,,,55acf22d421aa95f6ebd8689_1,http://article.wn.com/view/2015/07/20/Wife_says_Chinese_rights_lawyer_being_denied_legal_counsel/,wn_world
529685,529685,835693_v0.2.0,20150305,2015,3,5,IGOUNO,IGO,,UNO,CHE,CHE,,,61,6,2,6.4,,41.88753,-88.30535,Geneva,Illinois,USA,54f832c2421aa932748f1abb_6,http://article.wn.com/view/2015/03/05/UN_Algeria_Redouble_Efforts_to_Reach_Consensus_Between_Libya/,wn_africa
62345,62345,377396,20140715,2014,7,15,UKR,UKR,,,RUS,RUS,,,112,11,3,-2,,NA,NA,,,,53c47d19bfd10908970924d1_1;53c48b76bfd1090b30f4fc0f_1,http://www.philstar.com/world/2014/07/15/1346487/ukraine-military-plane-shot-down-rocket;http://www.sfgate.com/world/article/Ukrainian-military-plane-shot-down-by-rocket-5621395.php,philstar_world;sfgate_world
1083108,1083108,1396914_v0.2.0,20150911,2015,9,11,HUNMIL,HUN,MIL,,SRB,SRB,,,60,6,2,6,,44.81892,20.45998,Serbia,,SRB,55f23457421aa97bbabf0d32_0,http://www.startribune.com/world/326530421.html,minnstartrib_world
83198,83198,398255,20140721,2014,7,21,INDGOV,IND,GOV,,NLDBUS,NLD,BUS,,51,5,1,3.4,,NA,NA,,,,53ccf3ebbfd1095ebbc9bdf7_0,http://www.thestatesman.net/news/66912-ap-govt-offers-26-stake-to-shell-in-kakinada-gas-project.html,india_statesman_india
962099,962099,1275863_v0.2.0,20150801,2015,8,1,MED,,,,IMGMUSISI,IMG,,MUS;ISI,14,1,0,0,,28.63576,77.22445,New Delhi,National Capital Territory of Delhi,IND,55bcd13e421aa9364a65046e_0,http://news.xinhuanet.com/english/2015-08/01/c_134470554.htm,xinhua
77578,77578,392633,20140719,2014,7,19,BLZ,BLZ,,,USA,USA,,,60,6,2,6,,NA,NA,,,,53ca6c71bfd1096411ede2a6_5,http://article.wn.com/view/2014/07/19/The_transition_to_a_green_economy_in_North_Africa_what_prosp/,wn_politics
950310,950310,1264070_v0.2.0,20150728,2015,7,28,AFGREBLEG,AFG,REB,LEG,PAK,PAK,,,36,3,1,4,"NAMED_TERROR_GROUP,2",30,70,Islamic Republic of Pakistan,,PAK,55b798a3421aa90a82f31cfc_4;55b7a762421aa90a2183e6b9_4,http://article.wn.com/view/2015/07/28/Officials_say_Pakistan_likely_to_host_KabulTaliban_talks_z/;http://article.wn.com/view/2015/07/28/Pakistan_to_host_second_round_of_KabulTaliban_talks_v/,wn_world;wn_world
1558669,1558669,1974173_v1.2.0,20160215,2016,2,15,UKR,UKR,,,DEU,DEU,,,32,3,1,4.5,,50.85045,4.34878,Brussels,Bruxelles-Capitale,BEL,56c20266421aa97012857df1_2,http://article.wn.com/view/2016/02/15/Europes_Last_Dictator_Back_in_Favor_as_EU_Drops_Belarus_Curb/,wn_world
111528,111528,428808,20140731,2014,7,31,USALEG,USA,,LEG,USAGOV,USA,GOV,,120,12,3,-4,,NA,NA,,,,53d926c2bfd10930752f6356_0,http://libertytimes.feedsportal.com/c/33098/f/535600/s/3d050b90/sc/1/l/0L0Staipeitimes0N0CNews0Cworld0Carchives0C20A140C0A70C310C20A0A3596356/story01.htm,taipeitimes_world
471076,471076,630414_v0.2.0,20150212,2015,2,12,INDGOV,IND,GOV,,IRQELIGOV,IRQ,,ELI;GOV,13,1,0,0.4,,22,79,Republic of India,,IND,54dc895fee647975fd694451_3,http://article.wn.com/view/2015/02/12/Work_Stoppage_Not_a_Strike_At_Neckartal_Dam/,wn_africa
1732186,1732186,2147744_v1.2.0,20160408,2016,4,8,ESP,ESP,,,IRQELIGOV,IRQ,,ELI;GOV,114,11,3,-2,"EUROPEAN_UNION,1;ID_EXTREMISM,1",39,35,Republic of Turkey,,TUR,57076b12421aa94168bd1122_0,http://www.thelocal.es/20160408/spanish-party-files-crimes-against-humanity-complaint-against-pm,local_spain
1511007,1511007,1893324_v1.2.0,20160128,2016,1,28,IGOEUREEC,IGO,,EUR;EEC,RUS,RUS,,,46,4,1,7,"EUROPEAN_UNION,1",50.04606,1.42079,Eu,Haute-Normandie,FRA,56aa2d56421aa92ab7c07712_1,http://article.wn.com/view/2016/01/28/SPIEF_in_India_Prospects_for_Bilateral_Cooperation_Foundatio/,wn_asia
809844,809844,1123559_v0.2.0,20150613,2015,6,13,VNM,VNM,,,CHN,CHN,,,13,1,0,0.4,"SECURITY_SERVICES,1",35,105,People’s Republic of China,,CHN,557b9049421aa94c17d98f6f_6,http://article.wn.com/view/2015/06/13/Palau_Burns_Vietnamese_Boats_Caught_Fishing_in_its_Waters/,wn_asia
1616527,1616527,2032049_v1.2.0,20160304,2016,3,4,HUN,HUN,,,IGOUNO,IGO,,UNO,60,6,2,6,,41.88753,-88.30535,Geneva,Illinois,USA,56d992b6421aa908142c5e57_4,http://article.wn.com/view/2016/03/04/The_number_of_migrants_is_increasing_despite_protective_meas/,wn_europe
218447,218447,529023,20140912,2014,9,12,CUBLAB,CUB,,LAB,USA,USA,,,50,5,1,3.5,,NA,NA,,,,5412567cbfd1090bb757fd2e_2,http://www.sfgate.com/world/article/Poor-working-conditions-in-Venezuela-send-Cuban-5749286.php,sfgate_world
327910,327910,458553_v0.2.0,20141126,2014,11,26,INDGOV,IND,GOV,,IND,IND,,,10,1,0,0,,28.65381,77.22897,Delhi,,IND,54763378bfd1093edd471b01_2,http://article.wn.com/view/2014/11/26/New_Delhis_pollution_levels_go_from_worlds_worst_to_even_wor/,wn_asia
1488532,1488532,1873680_v0.2.0,20160119,2016,1,19,CANGOV,CAN,GOV,,USAMILBUS,USA,MIL,BUS,74,7,2,8.5,,35.69439,51.42151,Tehrān,,IRN,569e592a421aa966500eccdc_3,http://www.payvand.com/news/16/jan/1096.html,payvand
118745,118745,436027,20140723,2014,7,23,RUS,RUS,,,UKR,UKR,,,10,1,0,0,,NA,NA,,,,53da4ffdbfd1090765480f6c_0;53da24fabfd1097d57320418_0;53da087dbfd10977bfd73e14_0;53da33a3bfd109013cba9776_0;53da41f4bfd1090428ad2170_0;53da1784bfd1097aa3515fe4_0;53da5e1cbfd1090be43b1607_0;53d9df16bfd1096d7973ae3e_0;53d9faacbfd109750ab76749_0;53d9ed29bfd109725ac7bdba_0,http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html;http://www.todayszaman.comreuters/russian-court-finds-putin-foes-guilty-of-inciting-mass-riots_353904.html,zaman;zaman;zaman;zaman;zaman;zaman;zaman;zaman;zaman;zaman
569848,569848,875870_v0.2.0,20150319,2015,3,19,PAK,PAK,,,IRQELIGOV,IRQ,,ELI;GOV,40,4,1,1,,33.72148,73.04329,Islamabad,Islāmābād Capital Territory,PAK,550ade3dadb86b6f3d36c54c_1,http://www.thefrontierpost.com/article/271896//,pakistan_frontierpost
715081,715081,1022880_v0.2.0,20150514,2015,5,14,CHNGOV,CHN,GOV,,INDGOV,IND,GOV,,331,3,1,5.2,,35,105,People’s Republic of China,,CHN,5554c538421aa97000e6d8d3_0,http://article.wn.com/view/2015/05/14/Indias_Modi_Visits_China_to_Boost_Trade_Ties/,wn_world
